scrape_timestamp,symbol,price,market_cap,volume,high_52w,low_52w,pe_ratio,dividend_yield,price_to_book,hist_revenue_json,hist_net_income_json,hist_eps_json,hist_ebitda_json,hist_fcf_json,hist_ocf_json,hist_capex_json,hist_debt_json,hist_cash_json,hist_equity_json,hist_net_margin_json,hist_ebit_margin_json,hist_ebitda_margin_json,hist_gross_margin_json,hist_roe_json,hist_roce_json,hist_ev_ebitda_json,hist_dividend_per_share_json,hist_eps_growth_json,scrape_warnings_json
2026-04-17T21:09:52.617145+00:00,ATW,715.0,153825699885.0,144323944,804.0,625.2,,,1.74,"{""2020"": 23858.0, ""2021"": 24380.0, ""2022"": 26313.0, ""2023"": 29943.0, ""2024"": 34507.0, ""2025"": 34921.0, ""2026"": 36852.0}","{""2020"": 3018.0, ""2021"": 5144.0, ""2022"": 6065.0, ""2023"": 7508.0, ""2024"": 9504.0, ""2025"": 10645.0, ""2026"": 10994.0}","{""2020"": 14.38, ""2021"": 23.91, ""2022"": 28.19, ""2023"": 34.9, ""2024"": 44.18, ""2025"": 49.48, ""2026"": 51.45}",{},{},"{""2020"": 6170.0, ""2021"": 7520.0, ""2022"": 22100.0, ""2023"": 22690.0, ""2024"": 36010.0}","{""2019"": 532.3, ""2021"": 1352.0, ""2022"": 1045.0, ""2023"": 1709.0, ""2024"": 2290.0}",{},"{""2020"": 26330.0, ""2021"": 25740.0, ""2022"": 23890.0, ""2023"": 24650.0, ""2024"": 27720.0}","{""2020"": 54290.0, ""2021"": 59790.0, ""2022"": 62130.0, ""2023"": 66710.0, ""2024"": 72500.0}","{""2020"": 17.31, ""2021"": 23.53, ""2022"": 24.67, ""2023"": 27.2, ""2024"": 29.81, ""2025"": 30.48, ""2026"": 29.83}","{""2020"": 48.72, ""2021"": 53.69, ""2022"": 55.46, ""2023"": 59.29, ""2024"": 63.88, ""2025"": 62.14, ""2026"": 51.58}",{},{},"{""2020"": 6.85, ""2021"": 10.79, ""2022"": 12.24, ""2023"": 13.99, ""2024"": 16.78, ""2025"": 15.97, ""2026"": 15.25}",{},{},"{""2020"": 13.5, ""2021"": 15.0, ""2022"": 15.5, ""2023"": 16.5, ""2024"": 16.5, ""2025"": 19.0, ""2026"": 23.0}","{""2021"": 66.27, ""2022"": 17.9, ""2023"": 23.8, ""2024"": 26.59, ""2025"": 12.0, ""2026"": 3.45}",[]
